,date,cell_num,nr_people,hours,minutes
113504,2017-04-21,493-1264,26.0,8.0,15.0
113725,2017-04-21,493-1264,26.0,8.0,30.0
113946,2017-04-21,493-1264,28.0,8.0,45.0
114167,2017-04-21,493-1264,27.0,9.0,0.0
114388,2017-04-21,493-1264,27.0,9.0,15.0
114609,2017-04-21,493-1264,27.0,9.0,30.0
114830,2017-04-21,493-1264,27.0,9.0,45.0
115051,2017-04-21,493-1264,28.0,10.0,0.0
115272,2017-04-21,493-1264,28.0,10.0,15.0
115493,2017-04-21,493-1264,28.0,10.0,30.0
115714,2017-04-21,493-1264,29.0,10.0,45.0
115935,2017-04-21,493-1264,29.0,11.0,0.0
116156,2017-04-21,493-1264,30.0,11.0,15.0
116377,2017-04-21,493-1264,29.0,11.0,30.0
116598,2017-04-21,493-1264,29.0,11.0,45.0
116819,2017-04-21,493-1264,29.0,12.0,0.0
117040,2017-04-21,493-1264,27.0,12.0,15.0
117261,2017-04-21,493-1264,28.0,12.0,30.0
117482,2017-04-21,493-1264,28.0,12.0,45.0
117703,2017-04-21,493-1264,28.0,13.0,0.0
117924,2017-04-21,493-1264,28.0,13.0,15.0
118145,2017-04-21,493-1264,28.0,13.0,30.0
118366,2017-04-21,493-1264,28.0,13.0,45.0
118587,2017-04-21,493-1264,28.0,14.0,0.0
118808,2017-04-21,493-1264,29.0,14.0,15.0
119029,2017-04-21,493-1264,29.0,14.0,30.0
119250,2017-04-21,493-1264,29.0,14.0,45.0
119471,2017-04-21,493-1264,31.0,15.0,0.0
119692,2017-04-21,493-1264,31.0,15.0,15.0
119913,2017-04-21,493-1264,31.0,15.0,30.0
120134,2017-04-21,493-1264,31.0,15.0,45.0
120355,2017-04-21,493-1264,31.0,16.0,0.0
120576,2017-04-21,493-1264,31.0,16.0,15.0
120797,2017-04-21,493-1264,31.0,16.0,30.0
121018,2017-04-21,493-1264,31.0,16.0,45.0
121239,2017-04-21,493-1264,31.0,17.0,0.0
121460,2017-04-21,493-1264,31.0,17.0,15.0
121681,2017-04-21,493-1264,31.0,17.0,30.0
121902,2017-04-21,493-1264,34.0,17.0,45.0
122123,2017-04-21,493-1264,35.0,18.0,0.0
122344,2017-04-21,493-1264,33.0,18.0,15.0
122565,2017-04-21,493-1264,34.0,18.0,30.0
122786,2017-04-21,493-1264,35.0,18.0,45.0
123007,2017-04-21,493-1264,35.0,19.0,0.0
123228,2017-04-21,493-1264,35.0,19.0,15.0
123449,2017-04-21,493-1264,35.0,19.0,30.0
123670,2017-04-21,493-1264,35.0,19.0,45.0
123891,2017-04-21,493-1264,31.0,20.0,0.0
124112,2017-04-21,493-1264,30.0,20.0,15.0
124333,2017-04-21,493-1264,30.0,20.0,30.0
124554,2017-04-21,493-1264,29.0,20.0,45.0
124775,2017-04-21,493-1264,29.0,21.0,0.0
124996,2017-04-21,493-1264,29.0,21.0,15.0
125217,2017-04-21,493-1264,28.0,21.0,30.0
125438,2017-04-21,493-1264,27.0,21.0,45.0
125659,2017-04-21,493-1264,27.0,22.0,0.0
125880,2017-04-21,493-1264,27.0,22.0,15.0
126101,2017-04-21,493-1264,26.0,22.0,30.0
126322,2017-04-21,493-1264,27.0,22.0,45.0
126543,2017-04-21,493-1264,27.0,23.0,0.0
126764,2017-04-21,493-1264,27.0,23.0,15.0
126985,2017-04-21,493-1264,26.0,23.0,30.0
127206,2017-04-21,493-1264,26.0,23.0,45.0
127427,2017-04-22,493-1264,25.0,0.0,0.0
127648,2017-04-22,493-1264,25.0,0.0,15.0
127869,2017-04-22,493-1264,25.0,0.0,30.0
128090,2017-04-22,493-1264,25.0,0.0,45.0
128311,2017-04-22,493-1264,25.0,1.0,0.0
128532,2017-04-22,493-1264,24.0,1.0,15.0
128753,2017-04-22,493-1264,24.0,1.0,30.0
128974,2017-04-22,493-1264,24.0,1.0,45.0
129195,2017-04-22,493-1264,23.0,2.0,0.0
129416,2017-04-22,493-1264,23.0,2.0,15.0
129637,2017-04-22,493-1264,23.0,2.0,30.0
129858,2017-04-22,493-1264,23.0,2.0,45.0
130079,2017-04-22,493-1264,22.0,3.0,0.0
130300,2017-04-22,493-1264,22.0,3.0,15.0
130521,2017-04-22,493-1264,22.0,3.0,30.0
130742,2017-04-22,493-1264,21.0,3.0,45.0
130963,2017-04-22,493-1264,21.0,4.0,0.0
131184,2017-04-22,493-1264,21.0,4.0,15.0
131405,2017-04-22,493-1264,22.0,4.0,30.0
131626,2017-04-22,493-1264,22.0,4.0,45.0
131847,2017-04-22,493-1264,22.0,5.0,0.0
132068,2017-04-22,493-1264,22.0,5.0,15.0
132289,2017-04-22,493-1264,22.0,5.0,30.0
132510,2017-04-22,493-1264,22.0,5.0,45.0
132731,2017-04-22,493-1264,22.0,6.0,0.0
132952,2017-04-22,493-1264,22.0,6.0,15.0
133173,2017-04-22,493-1264,21.0,6.0,30.0
133394,2017-04-22,493-1264,21.0,6.0,45.0
133615,2017-04-22,493-1264,21.0,7.0,0.0
133836,2017-04-22,493-1264,20.0,7.0,15.0
134057,2017-04-22,493-1264,20.0,7.0,30.0
134278,2017-04-22,493-1264,21.0,7.0,45.0
134499,2017-04-22,493-1264,21.0,8.0,0.0
134720,2017-04-22,493-1264,20.0,8.0,15.0
134941,2017-04-22,493-1264,21.0,8.0,30.0
135162,2017-04-22,493-1264,21.0,8.0,45.0
135383,2017-04-22,493-1264,22.0,9.0,0.0
135604,2017-04-22,493-1264,22.0,9.0,15.0
135825,2017-04-22,493-1264,23.0,9.0,30.0
136046,2017-04-22,493-1264,24.0,9.0,45.0
136267,2017-04-22,493-1264,24.0,10.0,0.0
136488,2017-04-22,493-1264,24.0,10.0,15.0
136709,2017-04-22,493-1264,26.0,10.0,30.0
136930,2017-04-22,493-1264,26.0,10.0,45.0
137151,2017-04-22,493-1264,28.0,11.0,0.0
137372,2017-04-22,493-1264,27.0,11.0,15.0
137593,2017-04-22,493-1264,26.0,11.0,30.0
137814,2017-04-22,493-1264,26.0,11.0,45.0
138035,2017-04-22,493-1264,26.0,12.0,0.0
138256,2017-04-22,493-1264,27.0,12.0,15.0
138477,2017-04-22,493-1264,27.0,12.0,30.0
138698,2017-04-22,493-1264,27.0,12.0,45.0
138919,2017-04-22,493-1264,27.0,13.0,0.0
139140,2017-04-22,493-1264,25.0,13.0,15.0
139361,2017-04-22,493-1264,25.0,13.0,30.0
139582,2017-04-22,493-1264,25.0,13.0,45.0
139803,2017-04-22,493-1264,27.0,14.0,0.0
140024,2017-04-22,493-1264,27.0,14.0,15.0
140245,2017-04-22,493-1264,27.0,14.0,30.0
140466,2017-04-22,493-1264,27.0,14.0,45.0
140687,2017-04-22,493-1264,27.0,15.0,0.0
140908,2017-04-22,493-1264,28.0,15.0,15.0
141129,2017-04-22,493-1264,28.0,15.0,30.0
141350,2017-04-22,493-1264,28.0,15.0,45.0
141571,2017-04-22,493-1264,28.0,16.0,0.0
141792,2017-04-22,493-1264,29.0,16.0,15.0
142013,2017-04-22,493-1264,29.0,16.0,30.0
142234,2017-04-22,493-1264,28.0,16.0,45.0
142455,2017-04-22,493-1264,29.0,17.0,0.0
142676,2017-04-22,493-1264,29.0,17.0,15.0
142897,2017-04-22,493-1264,29.0,17.0,30.0
143118,2017-04-22,493-1264,29.0,17.0,45.0
143339,2017-04-22,493-1264,28.0,18.0,0.0
143560,2017-04-22,493-1264,28.0,18.0,15.0
143781,2017-04-22,493-1264,28.0,18.0,30.0
144002,2017-04-22,493-1264,28.0,18.0,45.0
144223,2017-04-22,493-1264,28.0,19.0,0.0
144444,2017-04-22,493-1264,28.0,19.0,15.0
144665,2017-04-22,493-1264,27.0,19.0,30.0
144886,2017-04-22,493-1264,27.0,19.0,45.0
145107,2017-04-22,493-1264,27.0,20.0,0.0
145328,2017-04-22,493-1264,27.0,20.0,15.0
145549,2017-04-22,493-1264,27.0,20.0,30.0
145770,2017-04-22,493-1264,27.0,20.0,45.0
145991,2017-04-22,493-1264,27.0,21.0,0.0
146212,2017-04-22,493-1264,26.0,21.0,15.0
146433,2017-04-22,493-1264,25.0,21.0,30.0
146654,2017-04-22,493-1264,25.0,21.0,45.0
146875,2017-04-22,493-1264,25.0,22.0,0.0
147096,2017-04-22,493-1264,24.0,22.0,15.0
147317,2017-04-22,493-1264,24.0,22.0,30.0
147538,2017-04-22,493-1264,24.0,22.0,45.0
147759,2017-04-22,493-1264,23.0,23.0,0.0
147980,2017-04-22,493-1264,24.0,23.0,15.0
148201,2017-04-22,493-1264,24.0,23.0,30.0
148422,2017-04-22,493-1264,23.0,23.0,45.0
148643,2017-04-23,493-1264,23.0,0.0,0.0
148864,2017-04-23,493-1264,23.0,0.0,15.0
149085,2017-04-23,493-1264,22.0,0.0,30.0
149306,2017-04-23,493-1264,21.0,0.0,45.0
149527,2017-04-23,493-1264,21.0,1.0,0.0
149748,2017-04-23,493-1264,21.0,1.0,15.0
149969,2017-04-23,493-1264,21.0,1.0,30.0
150190,2017-04-23,493-1264,21.0,1.0,45.0
150411,2017-04-23,493-1264,20.0,2.0,0.0
150632,2017-04-23,493-1264,20.0,2.0,15.0
150853,2017-04-23,493-1264,19.0,2.0,30.0
151074,2017-04-23,493-1264,19.0,2.0,45.0
151295,2017-04-23,493-1264,19.0,3.0,0.0
151516,2017-04-23,493-1264,19.0,3.0,15.0
151737,2017-04-23,493-1264,18.0,3.0,30.0
151958,2017-04-23,493-1264,18.0,3.0,45.0
152179,2017-04-23,493-1264,18.0,4.0,0.0
152400,2017-04-23,493-1264,18.0,4.0,15.0
152621,2017-04-23,493-1264,18.0,4.0,30.0
152842,2017-04-23,493-1264,19.0,4.0,45.0
153063,2017-04-23,493-1264,19.0,5.0,0.0
153284,2017-04-23,493-1264,19.0,5.0,15.0
153505,2017-04-23,493-1264,19.0,5.0,30.0
153726,2017-04-23,493-1264,19.0,5.0,45.0
153947,2017-04-23,493-1264,20.0,6.0,0.0
154168,2017-04-23,493-1264,20.0,6.0,15.0
154389,2017-04-23,493-1264,20.0,6.0,30.0
154610,2017-04-23,493-1264,20.0,6.0,45.0
154831,2017-04-23,493-1264,19.0,7.0,0.0
155052,2017-04-23,493-1264,19.0,7.0,15.0
155273,2017-04-23,493-1264,19.0,7.0,30.0
155494,2017-04-23,493-1264,19.0,7.0,45.0
155715,2017-04-23,493-1264,19.0,8.0,0.0
155936,2017-04-23,493-1264,20.0,8.0,15.0
156157,2017-04-23,493-1264,21.0,8.0,30.0
156378,2017-04-23,493-1264,22.0,8.0,45.0
156599,2017-04-23,493-1264,21.0,9.0,0.0
156820,2017-04-23,493-1264,21.0,9.0,15.0
157041,2017-04-23,493-1264,21.0,9.0,30.0
157262,2017-04-23,493-1264,23.0,9.0,45.0
157483,2017-04-23,493-1264,23.0,10.0,0.0
157704,2017-04-23,493-1264,23.0,10.0,15.0
157925,2017-04-23,493-1264,24.0,10.0,30.0
158146,2017-04-23,493-1264,25.0,10.0,45.0
158367,2017-04-23,493-1264,25.0,11.0,0.0
158588,2017-04-23,493-1264,26.0,11.0,15.0
158809,2017-04-23,493-1264,27.0,11.0,30.0
159030,2017-04-23,493-1264,27.0,11.0,45.0
159251,2017-04-23,493-1264,28.0,12.0,0.0
159472,2017-04-23,493-1264,26.0,12.0,15.0
159693,2017-04-23,493-1264,26.0,12.0,30.0
159914,2017-04-23,493-1264,26.0,12.0,45.0
160135,2017-04-23,493-1264,25.0,13.0,0.0
160356,2017-04-23,493-1264,24.0,13.0,15.0
160577,2017-04-23,493-1264,25.0,13.0,30.0
160798,2017-04-23,493-1264,24.0,13.0,45.0
161019,2017-04-23,493-1264,25.0,14.0,0.0
161240,2017-04-23,493-1264,25.0,14.0,15.0
161461,2017-04-23,493-1264,25.0,14.0,30.0
161682,2017-04-23,493-1264,26.0,14.0,45.0
161903,2017-04-23,493-1264,27.0,15.0,0.0
162124,2017-04-23,493-1264,27.0,15.0,15.0
162345,2017-04-23,493-1264,27.0,15.0,30.0
162566,2017-04-23,493-1264,27.0,15.0,45.0
162787,2017-04-23,493-1264,27.0,16.0,0.0
163008,2017-04-23,493-1264,27.0,16.0,15.0
163229,2017-04-23,493-1264,28.0,16.0,30.0
163450,2017-04-23,493-1264,27.0,16.0,45.0
163671,2017-04-23,493-1264,27.0,17.0,0.0
163892,2017-04-23,493-1264,28.0,17.0,15.0
164113,2017-04-23,493-1264,28.0,17.0,30.0
164334,2017-04-23,493-1264,28.0,17.0,45.0
164555,2017-04-23,493-1264,29.0,18.0,0.0
164776,2017-04-23,493-1264,30.0,18.0,15.0
164997,2017-04-23,493-1264,29.0,18.0,30.0
165218,2017-04-23,493-1264,29.0,18.0,45.0
165439,2017-04-23,493-1264,29.0,19.0,0.0
165660,2017-04-23,493-1264,29.0,19.0,15.0
165881,2017-04-23,493-1264,29.0,19.0,30.0
166102,2017-04-23,493-1264,28.0,19.0,45.0
166323,2017-04-23,493-1264,29.0,20.0,0.0
166544,2017-04-23,493-1264,28.0,20.0,15.0
166765,2017-04-23,493-1264,28.0,20.0,30.0
166986,2017-04-23,493-1264,28.0,20.0,45.0
167207,2017-04-23,493-1264,26.0,21.0,0.0
167428,2017-04-23,493-1264,26.0,21.0,15.0
167649,2017-04-23,493-1264,26.0,21.0,30.0
167870,2017-04-23,493-1264,25.0,21.0,45.0
168091,2017-04-23,493-1264,25.0,22.0,0.0
168312,2017-04-23,493-1264,24.0,22.0,15.0
168533,2017-04-23,493-1264,24.0,22.0,30.0
168754,2017-04-23,493-1264,24.0,22.0,45.0
168975,2017-04-23,493-1264,24.0,23.0,0.0
169196,2017-04-23,493-1264,24.0,23.0,15.0
169417,2017-04-23,493-1264,24.0,23.0,30.0
169638,2017-04-23,493-1264,24.0,23.0,45.0
169859,2017-04-24,493-1264,23.0,0.0,0.0
170080,2017-04-24,493-1264,22.0,0.0,15.0
170301,2017-04-24,493-1264,21.0,0.0,30.0
170522,2017-04-24,493-1264,21.0,0.0,45.0
170743,2017-04-24,493-1264,21.0,1.0,0.0
170964,2017-04-24,493-1264,21.0,1.0,15.0
171185,2017-04-24,493-1264,21.0,1.0,30.0
171406,2017-04-24,493-1264,21.0,1.0,45.0
171627,2017-04-24,493-1264,20.0,2.0,0.0
171848,2017-04-24,493-1264,20.0,2.0,15.0
172069,2017-04-24,493-1264,20.0,2.0,30.0
172290,2017-04-24,493-1264,20.0,2.0,45.0
172511,2017-04-24,493-1264,20.0,3.0,0.0
172732,2017-04-24,493-1264,19.0,3.0,15.0
172953,2017-04-24,493-1264,19.0,3.0,30.0
173174,2017-04-24,493-1264,19.0,3.0,45.0
173395,2017-04-24,493-1264,19.0,4.0,0.0
173616,2017-04-24,493-1264,19.0,4.0,15.0
173837,2017-04-24,493-1264,19.0,4.0,30.0
174058,2017-04-24,493-1264,19.0,4.0,45.0
174279,2017-04-24,493-1264,19.0,5.0,0.0
174500,2017-04-24,493-1264,20.0,5.0,15.0
174721,2017-04-24,493-1264,21.0,5.0,30.0
174942,2017-04-24,493-1264,21.0,5.0,45.0
175163,2017-04-24,493-1264,21.0,6.0,0.0
175384,2017-04-24,493-1264,21.0,6.0,15.0
175605,2017-04-24,493-1264,20.0,6.0,30.0
175826,2017-04-24,493-1264,20.0,6.0,45.0
176047,2017-04-24,493-1264,20.0,7.0,0.0
176268,2017-04-24,493-1264,20.0,7.0,15.0
176489,2017-04-24,493-1264,20.0,7.0,30.0
176710,2017-04-24,493-1264,21.0,7.0,45.0
176931,2017-04-24,493-1264,22.0,8.0,0.0
177152,2017-04-24,493-1264,23.0,8.0,15.0
177373,2017-04-24,493-1264,24.0,8.0,30.0
177594,2017-04-24,493-1264,24.0,8.0,45.0
177815,2017-04-24,493-1264,25.0,9.0,0.0
178036,2017-04-24,493-1264,25.0,9.0,15.0
178257,2017-04-24,493-1264,25.0,9.0,30.0
178478,2017-04-24,493-1264,26.0,9.0,45.0
178699,2017-04-24,493-1264,26.0,10.0,0.0
178920,2017-04-24,493-1264,26.0,10.0,15.0
179141,2017-04-24,493-1264,29.0,10.0,30.0
179362,2017-04-24,493-1264,29.0,10.0,45.0
179583,2017-04-24,493-1264,30.0,11.0,0.0
179804,2017-04-24,493-1264,31.0,11.0,15.0
180025,2017-04-24,493-1264,31.0,11.0,30.0
180246,2017-04-24,493-1264,30.0,11.0,45.0
180467,2017-04-24,493-1264,29.0,12.0,0.0
180688,2017-04-24,493-1264,30.0,12.0,15.0
180909,2017-04-24,493-1264,32.0,12.0,30.0
181130,2017-04-24,493-1264,30.0,12.0,45.0
181351,2017-04-24,493-1264,29.0,13.0,0.0
181572,2017-04-24,493-1264,28.0,13.0,15.0
181793,2017-04-24,493-1264,28.0,13.0,30.0
182014,2017-04-24,493-1264,28.0,13.0,45.0
182235,2017-04-24,493-1264,29.0,14.0,0.0
182456,2017-04-24,493-1264,29.0,14.0,15.0
182677,2017-04-24,493-1264,28.0,14.0,30.0
182898,2017-04-24,493-1264,29.0,14.0,45.0
183119,2017-04-24,493-1264,29.0,15.0,0.0
183340,2017-04-24,493-1264,29.0,15.0,15.0
183561,2017-04-24,493-1264,29.0,15.0,30.0
183782,2017-04-24,493-1264,30.0,15.0,45.0
184003,2017-04-24,493-1264,30.0,16.0,0.0
184224,2017-04-24,493-1264,31.0,16.0,15.0
184445,2017-04-24,493-1264,33.0,16.0,30.0
184666,2017-04-24,493-1264,33.0,16.0,45.0
184887,2017-04-24,493-1264,33.0,17.0,0.0
185108,2017-04-24,493-1264,33.0,17.0,15.0
185329,2017-04-24,493-1264,33.0,17.0,30.0
185550,2017-04-24,493-1264,33.0,17.0,45.0
185771,2017-04-24,493-1264,32.0,18.0,0.0
185992,2017-04-24,493-1264,32.0,18.0,15.0
186213,2017-04-24,493-1264,34.0,18.0,30.0
186434,2017-04-24,493-1264,32.0,18.0,45.0
186655,2017-04-24,493-1264,31.0,19.0,0.0
186876,2017-04-24,493-1264,31.0,19.0,15.0
187097,2017-04-24,493-1264,31.0,19.0,30.0
187318,2017-04-24,493-1264,30.0,19.0,45.0
187539,2017-04-24,493-1264,30.0,20.0,0.0
187760,2017-04-24,493-1264,30.0,20.0,15.0
187981,2017-04-24,493-1264,30.0,20.0,30.0
188202,2017-04-24,493-1264,28.0,20.0,45.0
188423,2017-04-24,493-1264,28.0,21.0,0.0
188644,2017-04-24,493-1264,26.0,21.0,15.0
188865,2017-04-24,493-1264,26.0,21.0,30.0
189086,2017-04-24,493-1264,27.0,21.0,45.0
189307,2017-04-24,493-1264,26.0,22.0,0.0
189528,2017-04-24,493-1264,26.0,22.0,15.0
189749,2017-04-24,493-1264,25.0,22.0,30.0
189970,2017-04-24,493-1264,25.0,22.0,45.0
190191,2017-04-24,493-1264,25.0,23.0,0.0
190412,2017-04-24,493-1264,24.0,23.0,15.0
190633,2017-04-24,493-1264,24.0,23.0,30.0
190854,2017-04-24,493-1264,24.0,23.0,45.0
191075,2017-04-25,493-1264,24.0,0.0,0.0
191296,2017-04-25,493-1264,24.0,0.0,15.0
191517,2017-04-25,493-1264,23.0,0.0,30.0
191738,2017-04-25,493-1264,22.0,0.0,45.0
191959,2017-04-25,493-1264,22.0,1.0,0.0
192180,2017-04-25,493-1264,22.0,1.0,15.0
192401,2017-04-25,493-1264,21.0,1.0,30.0
192622,2017-04-25,493-1264,21.0,1.0,45.0
192843,2017-04-25,493-1264,21.0,2.0,0.0
193064,2017-04-25,493-1264,21.0,2.0,15.0
193285,2017-04-25,493-1264,21.0,2.0,30.0
193506,2017-04-25,493-1264,20.0,2.0,45.0
193727,2017-04-25,493-1264,20.0,3.0,0.0
193948,2017-04-25,493-1264,20.0,3.0,15.0
194169,2017-04-25,493-1264,20.0,3.0,30.0
194390,2017-04-25,493-1264,20.0,3.0,45.0
194611,2017-04-25,493-1264,20.0,4.0,0.0
194832,2017-04-25,493-1264,20.0,4.0,15.0
195053,2017-04-25,493-1264,20.0,4.0,30.0
195274,2017-04-25,493-1264,20.0,4.0,45.0
195495,2017-04-25,493-1264,20.0,5.0,0.0
195716,2017-04-25,493-1264,21.0,5.0,15.0
195937,2017-04-25,493-1264,21.0,5.0,30.0
196158,2017-04-25,493-1264,20.0,5.0,45.0
196379,2017-04-25,493-1264,21.0,6.0,0.0
196600,2017-04-25,493-1264,20.0,6.0,15.0
196821,2017-04-25,493-1264,20.0,6.0,30.0
197042,2017-04-25,493-1264,19.0,6.0,45.0
197263,2017-04-25,493-1264,20.0,7.0,0.0
197484,2017-04-25,493-1264,19.0,7.0,15.0
197705,2017-04-25,493-1264,20.0,7.0,30.0
197926,2017-04-25,493-1264,19.0,7.0,45.0
198147,2017-04-25,493-1264,19.0,8.0,0.0
198368,2017-04-25,493-1264,20.0,8.0,15.0
198589,2017-04-25,493-1264,20.0,8.0,30.0
198810,2017-04-25,493-1264,21.0,8.0,45.0
199031,2017-04-25,493-1264,20.0,9.0,0.0
199252,2017-04-25,493-1264,21.0,9.0,15.0
199473,2017-04-25,493-1264,21.0,9.0,30.0
199694,2017-04-25,493-1264,23.0,9.0,45.0
199915,2017-04-25,493-1264,24.0,10.0,0.0
200136,2017-04-25,493-1264,25.0,10.0,15.0
200357,2017-04-25,493-1264,25.0,10.0,30.0
200578,2017-04-25,493-1264,24.0,10.0,45.0
200799,2017-04-25,493-1264,25.0,11.0,0.0
201020,2017-04-25,493-1264,27.0,11.0,15.0
201241,2017-04-25,493-1264,27.0,11.0,30.0
201462,2017-04-25,493-1264,26.0,11.0,45.0
201683,2017-04-25,493-1264,28.0,12.0,0.0
201904,2017-04-25,493-1264,28.0,12.0,15.0
202125,2017-04-25,493-1264,28.0,12.0,30.0
202346,2017-04-25,493-1264,28.0,12.0,45.0
202567,2017-04-25,493-1264,29.0,13.0,0.0
202788,2017-04-25,493-1264,27.0,13.0,15.0
203009,2017-04-25,493-1264,27.0,13.0,30.0
203230,2017-04-25,493-1264,27.0,13.0,45.0
203451,2017-04-25,493-1264,28.0,14.0,0.0
203672,2017-04-25,493-1264,28.0,14.0,15.0
203893,2017-04-25,493-1264,28.0,14.0,30.0
204114,2017-04-25,493-1264,30.0,14.0,45.0
204335,2017-04-25,493-1264,29.0,15.0,0.0
204556,2017-04-25,493-1264,29.0,15.0,15.0
204777,2017-04-25,493-1264,29.0,15.0,30.0
204998,2017-04-25,493-1264,29.0,15.0,45.0
205219,2017-04-25,493-1264,30.0,16.0,0.0
205440,2017-04-25,493-1264,32.0,16.0,15.0
205661,2017-04-25,493-1264,32.0,16.0,30.0
205882,2017-04-25,493-1264,31.0,16.0,45.0
206103,2017-04-25,493-1264,33.0,17.0,0.0
206324,2017-04-25,493-1264,33.0,17.0,15.0
206545,2017-04-25,493-1264,33.0,17.0,30.0
206766,2017-04-25,493-1264,33.0,17.0,45.0
206987,2017-04-25,493-1264,32.0,18.0,0.0
207208,2017-04-25,493-1264,32.0,18.0,15.0
207429,2017-04-25,493-1264,31.0,18.0,30.0
207650,2017-04-25,493-1264,32.0,18.0,45.0
207871,2017-04-25,493-1264,33.0,19.0,0.0
208092,2017-04-25,493-1264,31.0,19.0,15.0
208313,2017-04-25,493-1264,30.0,19.0,30.0
208534,2017-04-25,493-1264,29.0,19.0,45.0
208755,2017-04-25,493-1264,29.0,20.0,0.0
208976,2017-04-25,493-1264,29.0,20.0,15.0
209197,2017-04-25,493-1264,28.0,20.0,30.0
209418,2017-04-25,493-1264,28.0,20.0,45.0
209639,2017-04-25,493-1264,28.0,21.0,0.0
209860,2017-04-25,493-1264,28.0,21.0,15.0
210081,2017-04-25,493-1264,26.0,21.0,30.0
210302,2017-04-25,493-1264,26.0,21.0,45.0
210523,2017-04-25,493-1264,26.0,22.0,0.0
210744,2017-04-25,493-1264,25.0,22.0,15.0
210965,2017-04-25,493-1264,25.0,22.0,30.0
211186,2017-04-25,493-1264,25.0,22.0,45.0
211407,2017-04-25,493-1264,24.0,23.0,0.0
211628,2017-04-25,493-1264,26.0,23.0,15.0
211849,2017-04-25,493-1264,25.0,23.0,30.0
212070,2017-04-25,493-1264,24.0,23.0,45.0
212291,2017-04-26,493-1264,24.0,0.0,0.0
212512,2017-04-26,493-1264,23.0,0.0,15.0
212733,2017-04-26,493-1264,23.0,0.0,30.0
212954,2017-04-26,493-1264,22.0,0.0,45.0
213175,2017-04-26,493-1264,22.0,1.0,0.0
213396,2017-04-26,493-1264,22.0,1.0,15.0
213617,2017-04-26,493-1264,21.0,1.0,30.0
213838,2017-04-26,493-1264,21.0,1.0,45.0
214059,2017-04-26,493-1264,21.0,2.0,0.0
214280,2017-04-26,493-1264,20.0,2.0,15.0
214501,2017-04-26,493-1264,20.0,2.0,30.0
214722,2017-04-26,493-1264,20.0,2.0,45.0
214943,2017-04-26,493-1264,19.0,3.0,0.0
215164,2017-04-26,493-1264,19.0,3.0,15.0
215385,2017-04-26,493-1264,19.0,3.0,30.0
215606,2017-04-26,493-1264,19.0,3.0,45.0
215827,2017-04-26,493-1264,19.0,4.0,0.0
216048,2017-04-26,493-1264,19.0,4.0,15.0
216269,2017-04-26,493-1264,19.0,4.0,30.0
216490,2017-04-26,493-1264,19.0,4.0,45.0
216711,2017-04-26,493-1264,19.0,5.0,0.0
216932,2017-04-26,493-1264,20.0,5.0,15.0
217153,2017-04-26,493-1264,21.0,5.0,30.0
217374,2017-04-26,493-1264,20.0,5.0,45.0
217595,2017-04-26,493-1264,20.0,6.0,0.0
217816,2017-04-26,493-1264,21.0,6.0,15.0
218037,2017-04-26,493-1264,21.0,6.0,30.0
218258,2017-04-26,493-1264,21.0,6.0,45.0
218479,2017-04-26,493-1264,21.0,7.0,0.0
218700,2017-04-26,493-1264,21.0,7.0,15.0
218921,2017-04-26,493-1264,25.0,7.0,30.0
219142,2017-04-26,493-1264,26.0,7.0,45.0
219363,2017-04-26,493-1264,26.0,8.0,0.0
219584,2017-04-26,493-1264,26.0,8.0,15.0
219805,2017-04-26,493-1264,26.0,8.0,30.0
220026,2017-04-26,493-1264,27.0,8.0,45.0
220247,2017-04-26,493-1264,27.0,9.0,0.0
220468,2017-04-26,493-1264,27.0,9.0,15.0
220689,2017-04-26,493-1264,27.0,9.0,30.0
220910,2017-04-26,493-1264,28.0,9.0,45.0
221131,2017-04-26,493-1264,28.0,10.0,0.0
221352,2017-04-26,493-1264,29.0,10.0,15.0
221573,2017-04-26,493-1264,29.0,10.0,30.0
221794,2017-04-26,493-1264,28.0,10.0,45.0
222015,2017-04-26,493-1264,28.0,11.0,0.0
222236,2017-04-26,493-1264,27.0,11.0,15.0
222457,2017-04-26,493-1264,28.0,11.0,30.0
222678,2017-04-26,493-1264,28.0,11.0,45.0
222899,2017-04-26,493-1264,29.0,12.0,0.0
223120,2017-04-26,493-1264,29.0,12.0,15.0
223341,2017-04-26,493-1264,30.0,12.0,30.0
223562,2017-04-26,493-1264,28.0,12.0,45.0
223783,2017-04-26,493-1264,29.0,13.0,0.0
224004,2017-04-26,493-1264,29.0,13.0,15.0
224225,2017-04-26,493-1264,29.0,13.0,30.0
224446,2017-04-26,493-1264,29.0,13.0,45.0
224667,2017-04-26,493-1264,31.0,14.0,0.0
224888,2017-04-26,493-1264,30.0,14.0,15.0
225109,2017-04-26,493-1264,30.0,14.0,30.0
225330,2017-04-26,493-1264,30.0,14.0,45.0
225551,2017-04-26,493-1264,31.0,15.0,0.0
225772,2017-04-26,493-1264,32.0,15.0,15.0
225993,2017-04-26,493-1264,32.0,15.0,30.0
226214,2017-04-26,493-1264,32.0,15.0,45.0
226435,2017-04-26,493-1264,32.0,16.0,0.0
226656,2017-04-26,493-1264,33.0,16.0,15.0
226877,2017-04-26,493-1264,33.0,16.0,30.0
227098,2017-04-26,493-1264,33.0,16.0,45.0
227319,2017-04-26,493-1264,34.0,17.0,0.0
227540,2017-04-26,493-1264,34.0,17.0,15.0
